admin	bioapps	0.6.0	/agua/0.6/bioapps	unzipFiles	utility	type	0	0	input	type	string	--type	gunzip	required		Name of unzip application (unzip|gunzip) (DEFAULT: gunzip)			
admin	bioapps	0.6.0	/agua/0.6/bioapps	unzipFiles	utility	regex	0	0	input	filter	string	--regex	chr[XYM0-9]+.fa.gz	optional				input.regex.value	
admin	bioapps	0.6.0	/agua/0.6/bioapps	unzipFiles	utility	inputdir	0	0	input	inputdir	directory	--inputdir	%project%/%workflow%	essential		Name of unzip application (unzip|gunzip) (DEFAULT: gunzip)	input.outputdir.value	InputParams	
admin	bioapps	0.6.0	/agua/0.6/bioapps	unzipFiles	utility	outputdir	0	0	input	outputdir	directory	--outputdir	%project%/%workflow%	required		Unzip files to this directory	input.outputdir.value	InputParams	
admin	bioapps	0.6.0	/agua/0.6/bioapps	unzipFiles	utility	filter	0	0	input	filter	string	--filter		optional		Unzip only files containing this text fragment			
admin	bioapps	0.6.0	/agua/0.6/bioapps	unzipFiles	utility	delete	1	0	input	delete	flag	--delete	1	optional		Remove zipped files after unzipping			
admin	bioapps	0.6.0	/agua/0.6/bioapps	chopfile	utility	outputfile	1	0	input	inputfile	file	--outputfile		required		Print lines to this target file			
admin	bioapps	0.6.0	/agua/0.6/bioapps	chopfile	utility	outputfile	1	0	output	outputfile	file			optional		File containing the user-specified number of lines from the inputfile, starting from the offset (default: 0)	input.outputfile.value		
admin	bioapps	0.6.0	/agua/0.6/bioapps	chopfile	utility	lines	1	0	input	lines	integer	--lines		required		Print this number of lines			
admin	bioapps	0.6.0	/agua/0.6/bioapps	chopfile	utility	offset	1	0	input	lines	integer	--offset		optional		Start printing lines from the inputfile after this number of lines			
admin	bioapps	0.6.0	/agua/0.6/bioapps	chopfile	utility	inputfile	1	0	input	inputfile	file	--inputfile		essential		Print lines from this source file	output.outputfile.value,input.outputfile.value		
admin	bioapps	0.6.0	/agua/0.6/bioapps	filterSNP	report	species	0	0	input	species	string	--species		required					
admin	bioapps	0.6.0	/agua/0.6/bioapps	sleep	test	seconds	0	0	input	sleep	integer	--seconds	10	optional					
admin	bioapps	0.6.0	/agua/0.6/bioapps	filterSNP	report	sense	0	0	input	sense	string	--sense		optional					
admin	bioapps	0.6.0	/agua/0.6/bioapps	filterSNP	report	outputdir	0	0	output	outputdir	directory	--outputdir	%project%/%workflow%	required		Directory with one subdirectory per reference chromosome, each containing an out.sav.flt filterSNP output file	input.inputdir.value		
admin	bioapps	0.6.0	/agua/0.6/bioapps	filterSNP	report	quality	0	0	input	quality	integer	--quality		optional					
admin	bioapps	0.6.0	/agua/0.6/bioapps	filterSNP	report	filename	0	0	input	filename	file	--filename		optional					
admin	bioapps	0.6.0	/agua/0.6/bioapps	filterSNP	report	inputdir	0	0	input	inputdir	directory	--inputdir	%project%/%workflow%	essential		Directory with one subdirectory per reference chromosome, each containing an out.sav extended pileup format file of predicted SNPs and annotation information	output.outputdir.value		
admin	bioapps	0.6.0	/agua/0.6/bioapps	filterSNP	report	coverage	0	0	input	coverage	integer	--coverage		optional					
admin	bioapps	0.6.0	/agua/0.6/bioapps	MAQ	pipeline	splitfile	0	0	input	splitfile	file	--splitfile	%project%/%workflow%	optional		File containing list of batch input sequence file locations	input.splitfile.value		
admin	bioapps	0.6.0	/agua/0.6/bioapps	filterSNP	report	chromosome	0	0	input	chromosome	string	--chromosome		optional					
admin	bioapps	0.6.0	/agua/0.6/bioapps	MAQ	pipeline	species	0	0	input	species	String	--species		required		Species name (e.g., human, mouse)	input.species.value		
admin	bioapps	0.6.0	/agua/0.6/bioapps	MAQ	pipeline	snp-filter	0	0	output	SNPfilter	file		%project%/%workflow%/out.SNPfilter	Discretion		Filtered SNP predictions based on indelsoa, indelpe and cns.snp files			
admin	bioapps	0.6.0	/agua/0.6/bioapps	MAQ	pipeline	snp	0	0	output	indelsoa.filter	file		%project%/%workflow%/cns.snp	Discretion		List of raw SNPs extracted from comparison of consensus and reference files			
admin	bioapps	0.6.0	/agua/0.6/bioapps	MAQ	pipeline	referencedir	0	0	input	referencedir	directory	--referencedir	/nethome/bioinfo/data/sequence/chromosomes/human-bfa	essential		Directory containing MAQ format binary fasta (.bfa) files for all human chromosomes	input.referencedir.value		
admin	bioapps	0.6.0	/agua/0.6/bioapps	MAQ	pipeline	reads	0	0	input	reads	integer	--reads	1000000	optional		Number of reads per batch input file (Default = 1 million)	input.reads.value		
admin	bioapps	0.6.0	/agua/0.6/bioapps	MAQ	pipeline	outputdir	0	0	input	outputdir	directory	--outputdir	%project%/%workflow%	required		Output alignment and SNP files will be printed to this directory	input.outputdir.value		
admin	bioapps	0.6.0	/agua/0.6/bioapps	MAQ	pipeline	queue	0	0	input	queue	string	--queue	-qgsmall	optional		Submit to a particular queue or add other submission options	input.queue.value		
admin	bioapps	0.6.0	/agua/0.6/bioapps	MAQ	pipeline	maxjobs	0	0	input	jobs	integer	--jobs	30	optional		Maximum number of concurrently queued or running jobs on the cluster queue for this run (Default: 30)	input.jobs.value		
admin	bioapps	0.6.0	/agua/0.6/bioapps	MAQ	pipeline	matefile	0	0	input	matefile	file	--matefile	%project%/%workflow%/s_1_2_sequence.fastq	essential		Second paired-end sequence file	input.matefile.value		
admin	bioapps	0.6.0	/agua/0.6/bioapps	MAQ	pipeline	label	0	0	input	label	String	--label		required		A one-word label describing the experiment or data	input.label.value		
admin	bioapps	0.6.0	/agua/0.6/bioapps	MAQ	pipeline	mapfile	0	0	output	mapfile	file		%project%/%workflow%/out.map	Discretion		Binary mapping file containing alignment of all reads against reference			
admin	bioapps	0.6.0	/agua/0.6/bioapps	MAQ	pipeline	indelsoa	0	0	output	indelsoa	file		%project%/%workflow%/out.indelsoa	Discretion		Predicted homozygous indels			
admin	bioapps	0.6.0	/agua/0.6/bioapps	MAQ	pipeline	inputfile	0	0	input	inputfile	file	--inputfile	%project%/%workflow%/s_1_1_sequence.fastq	essential		Single read or first paired-end sequence file	input.inputfile.value		
admin	bioapps	0.6.0	/agua/0.6/bioapps	MAQ	pipeline	hzsnps-filter	0	0	output	indelsoa	file		%project%/%workflow%/out.indelsoa.filter	Discretion		Filtered predicted homozygous indels			
admin	bioapps	0.6.0	/agua/0.6/bioapps	MAQ	pipeline	dupfile	0	0	output	dupfile	file		%project%/%workflow%/rmdup.map	Discretion		Same as out.map file but with duplicate reads aligned against the reference with identical outer coordinates removed			
admin	bioapps	0.6.0	/agua/0.6/bioapps	MAQ	pipeline	convert	0	0	input	convert	flag	--convert	%project%/%workflow%	optional		Convert from Solexa FASTQ to Sanger FASTQ	input.convert.value		
admin	bioapps	0.6.0	/agua/0.6/bioapps	MAQ	pipeline	consensus	0	0	output	cns-maq	file		%project%/%workflow%/cns.fq	Discretion	fastq	Consensus sequence and qualities in FASTQ format			
admin	bioapps	0.6.0	/agua/0.6/bioapps	MAQ	pipeline	clean	0	0	input	clean	flag	--clean		optional		Clean run (remove old splitfile)	input.clean.value		
admin	bioapps	0.6.0	/agua/0.6/bioapps	SAV	pipeline	referencedir	0	0	input	referencedir	directory	--referencedir	/nethome/bioinfo/data/sequence/chromosomes/human/hg19/fasta	essential		Location of directory containing chr*.fa reference files			
admin	bioapps	0.6.0	/agua/0.6/bioapps	SAV	pipeline	species	0	0	input	species	string	--species	human	required		Name of the reference species (e.g., human, mouse)			
admin	bioapps	0.6.0	/agua/0.6/bioapps	MAQ	pipeline	PE-indels	0	0	output	indelpe	string		%project%/%workflow%/out.indelpe	Discretion		Indel calls, only produced with paired-end reads			
admin	bioapps	0.6.0	/agua/0.6/bioapps	SAV	pipeline	outputdir	0	0	output	outputdir	directory	--outputdir	%project%/%workflow%	required		Directory with one subdirectory per reference chromosome, each containing an out.sav output file	input.inputdir.value		
admin	bioapps	0.6.0	/agua/0.6/bioapps	SAV	pipeline	dbsnp	0	0	input	dbsnp	string	--dbsnp	snp130	optional		dbSNP version for given species			
admin	bioapps	0.6.0	/agua/0.6/bioapps	SAV	pipeline	inputdir	0	0	input	inputdir	directory	--inputdir	%project%/%workflow%	required		Directory with one subdirectory per reference chromosome, each containing an out.sam or out.bam alignment output file	input.outputdir.value,output.outputdir.value	outdir1,outdir2	if ( outdir1 != null && outdir1 !=  ) return outdir1; if ( outdir2 != null && outdir2 !=  ) return outdir2;
admin	bioapps	0.6.0	/agua/0.6/bioapps	TOPHAT	expression	outputfile	0	0	output	outputfile	file		%project%/%workflow%/out.sam	Discretion	sam	SAM file containing			
admin	bioapps	0.6.0	/agua/0.6/bioapps	TOPHAT	expression	params	0	0	input	params	string	--params		optional		Additional parameters to be passed to tophat (e.g., --solexa1.3-quals			
admin	bioapps	0.6.0	/agua/0.6/bioapps	TOPHAT	expression	queue	0	0	input	queue	string	--queue		optional		Cluster queue options			
admin	bioapps	0.6.0	/agua/0.6/bioapps	TOPHAT	expression	reference	0	0	input	reference	file	--reference		required		Location of indexed reference file  (NB: Use file stub, e.g., /some/path/hg19)			
admin	bioapps	0.6.0	/agua/0.6/bioapps	TOPHAT	expression	outputdir	0	0	input	outputdir	directory	--outputdir		required		Create this directory and write output files to it			
admin	bioapps	0.6.0	/agua/0.6/bioapps	TOPHAT	expression	matefiles	0	0	input	matefiles	file	--matefiles		optional		Comma-separated *sequence.txt mate file names (e.g., s_1_2_sequence.txt,s_2_2_sequence.txt) with locations as paths relative to the output directory			
admin	bioapps	0.6.0	/agua/0.6/bioapps	TOPHAT	expression	keep	0	0	input	keep	flag	--keep		optional		Keep intermediate files			
admin	bioapps	0.6.0	/agua/0.6/bioapps	TOPHAT	expression	label	0	0	input	label	string	--label		required		Name to used to submit jobs to cluster (e.g., tophat-sample1)			
admin	bioapps	0.6.0	/agua/0.6/bioapps	TOPHAT	expression	junctions	0	0	output	junctions	file		%project%/%workflow%/junctions.bed	Discretion		A UCSC BED track of junctions reported by TopHat. Each junction consists of two connected BED blocks, where each block is as long as the maximal overhang of any read spanning the junction. The score is the number of alignments spanning the junction.			
admin	bioapps	0.6.0	/agua/0.6/bioapps	TOPHAT	expression	jobs	0	0	input	jobs	integer	--jobs		optional		Max. number of concurrent cluster jobs (DEFAULT = 30)			
admin	bioapps	0.6.0	/agua/0.6/bioapps	TOPHAT	expression	inputfiles	0	0	input	inputfiles	file	--inputfiles		required		Comma-separated *sequence.txt file names (e.g., s_1_1_sequence.txt,s_2_1_sequence.txt)			
admin	bioapps	0.6.0	/agua/0.6/bioapps	TOPHAT	expression	hits	0	0	output	hits	file		%project%/%workflow%/accepted_hits.sam	Discretion		A list of read alignments in SAM format. SAM is a compact short read alignment format that is increasingly being adopted.			
admin	bioapps	0.6.0	/agua/0.6/bioapps	TOPHAT	expression	distance	0	0	input	distance	integer	--distance	200	required		The  mean inner distance between first read and its mate pair (corresponds to -r/--mate-inner-dist argument to Tophat)			
admin	bioapps	0.6.0	/agua/0.6/bioapps	TOPHAT	expression	cpus	0	0	input	cpus	integer	--cpus		optional		Max. number of cpus per job (1 to 4) (DEFAULT = 4)			
admin	bioapps	0.6.0	/agua/0.6/bioapps	maqIndex	converter	subdirs	1	0	input	subdirs	flag	--subdirs	1	optional			input.subdirs.value		
admin	bioapps	0.6.0	/agua/0.6/bioapps	TOPHAT	expression	coverage	0	0	output	coverage	file		%project%/%workflow%/coverage.wig	Discretion		A UCSC BedGraph wigglegram track, showing the depth of coverage at each position, including the spliced read alignments.			
admin	bioapps	0.6.0	/agua/0.6/bioapps	maqIndex	converter	outputdir	1	0	input	outputdir	directory	--outputdir		         		Print indexed files to this directory	output.referencedir.value, input.outputdir.value, input.inputdir.value\		
admin	bioapps	0.6.0	/agua/0.6/bioapps	maqIndex	converter	inputdir	1	0	input	inputdir	directory	--inputdir		essential		Location of directory containing *.fa files	output.referencedir.value, input.outputdir.value, input.inputdir.value\		
admin	bioapps	0.6.0	/agua/0.6/bioapps	elandIndex	converter	subdirs	1	0	input	subdirs	flag	--subdirs		optional			input.subdirs.value		
admin	bioapps	0.6.0	/agua/0.6/bioapps	elandIndex	converter	outputdir	1	0	input	outputdir	directory	--outputdir	%project%/%workflow%/reference/eland	essential		Print indexed files to this directory	input.referencedir.value,input.outputdir.value,input.inputdir.value	referencedir,outputdir,inputdir	if ( referencedir != null && referencedir != ) return referencedir; if ( outputdir != null && outputdir != ) return outputdir; if ( inputdir != null && inputdir != ) return inputdir; 
admin	bioapps	0.6.0	/agua/0.6/bioapps	novoIndex	converter	subdirs	1	0	input	subdirs	flag	--subdirs	1	optional			input.subdirs.value		
admin	bioapps	0.6.0	/agua/0.6/bioapps	elandIndex	converter	inputdir	0	0	input	inputdir	directory	--inputdir	%project%/%workflow%/reference/fasta	essential		Location of directory containing *.fa files	input.referencedir.value,input.outputdir.value,input.inputdir.value	referencedir,outputdir,inputdir	if ( referencedir != null && referencedir != ) return referencedir; if ( outputdir != null && outputdir != ) return outputdir; if ( inputdir != null && inputdir != ) return inputdir; 
admin	bioapps	0.6.0	/agua/0.6/bioapps	novoIndex	converter	outputdir	1	0	input	outputdir	directory	--outputdir		         		Print indexed files to this directory	output.referencedir.value, input.outputdir.value, input.inputdir.value		
admin	bioapps	0.6.0	/agua/0.6/bioapps	elandHeader	converter	readfile	1	0	output	readfile	file			\					
admin	bioapps	0.6.0	/agua/0.6/bioapps	novoIndex	converter	inputdir	1	0	input	inputdir	directory	--inputdir		essential		Location of directory containing *.fa files	output.referencedir.value, input.outputdir.value, input.inputdir.value		
admin	bioapps	0.6.0	/agua/0.6/bioapps	elandHeader	converter	matefile	1	1	input	matefile	file	--matefile				Complementary FASTQ reads file for input files 			
admin	bioapps	0.6.0	/agua/0.6/bioapps	elandHeader	converter	matefile	1	1	output	matefile	file	--matefile		\					
admin	bioapps	0.6.0	/agua/0.6/bioapps	bowtieIndex	converter	subdirs	1	1	input	subdirs	flag	--subdirs	1	optional			input.subdirs.value		
admin	bioapps	0.6.0	/agua/0.6/bioapps	elandHeader	converter	inputfile	0	0	input	readfile 	file	--inputfile	%project%/%workflow%/sequence.txt	essential		FASTQ file not in ELAND format (for use with ELAND_standalone.pl)	output.outputfile.value		
admin	bioapps	0.6.0	/agua/0.6/bioapps	elandHeader	converter	label	1	1	input	label	string	--label	myLabel	required		Add this to the filenames of the converted files to identify the experiment/data test this			
admin	bioapps	0.6.0	/agua/0.6/bioapps	bowtieIndex	converter	outputdir	1	0	input	inputdir	directory	--outputdir		required		Print indexed files to this directory	input.referencedir.value, input.outputdir.value, input.inputdir.value		
admin	bioapps	0.6.0	/agua/0.6/bioapps	bowtieIndex	converter	inputdir	1	0	input	inputdir	directory	--inputdir		essential		Location of directory containing *.fa files	input.referencedir.value, input.outputdir.value, input.inputdir.value	refdir,outputdir,inputdir	
admin	bioapps	0.6.0	/agua/0.6/bioapps	ELAND	aligner	splitfile	0	0	input	splitfile	file	--splitfile		optional					
admin	bioapps	0.6.0	/agua/0.6/bioapps	ELAND	aligner	species	0	1	input	species	string	--species	human	required		Name of species, e.g., human, mouse, rat.			
admin	bioapps	0.6.0	/agua/0.6/bioapps	ELAND	aligner	referencedir	0	0	input	referencedir	directory	--referencedir	%project%/%workflow%	essential		Directory containing squashed reference genome files			
admin	bioapps	0.6.0	/agua/0.6/bioapps	ELAND	aligner	seedlength	0	0	input	seedlength	integer	--seedlength		optional		Length of read used for ELAND alignment (Default: min. of seedlength and 32)			
admin	bioapps	0.6.0	/agua/0.6/bioapps	ELAND	aligner	reads	0	0	input	reads	integer	--reads	1000000	optional		Number of reads per sub-file			
admin	bioapps	0.6.0	/agua/0.6/bioapps	ELAND	aligner	quality	0	0	input	quality	integer	--quality		optional		Quality value of all bases in fasta mode (Default: 30)			
admin	bioapps	0.6.0	/agua/0.6/bioapps	ELAND	aligner	pairparams	0	0	input	pairparams	string	--pairparams		optional		Paired read analysis parameters to pass to pickBestPair. Default: '--circular' (treats all chromosomes as circular).			
admin	bioapps	0.6.0	/agua/0.6/bioapps	ELAND	aligner	outputdir	0	0	input	outputdir	directory	--outputdir	%project%/%workflow%	required		Print ELAND alignment files to this directory (will create the directory if it does not exist)			
admin	bioapps	0.6.0	/agua/0.6/bioapps	ELAND	aligner	matefile	0	0	input	matefile	file	--matefile		optional	fastq	Paired-end mate file complementary to inputfile (e.g., s_1_2_sequence.fastq)	output.matefile.value,input.matefile.value	input1,input2	
admin	bioapps	0.6.0	/agua/0.6/bioapps	ELAND	aligner	label	0	0	input	label	string	--label	myLabel	required		Label describing the data or experiment	input.label.value	InputParams	
admin	bioapps	0.6.0	/agua/0.6/bioapps	ELAND	aligner	inputtype	0	0	input	inputtype	string	--inputtype	fastq	required		Type of input sequence. Valid inputs: fastq, fasta, export or qseq			
admin	bioapps	0.6.0	/agua/0.6/bioapps	ELAND	aligner	clean	0	0	input	clean	flag	--clean	1	optional		Clean run (remove old splitfile)			
admin	bioapps	0.6.0	/agua/0.6/bioapps	ELAND	aligner	hits	1	0	output	hits	files			optional		Chromosome-specific *bam files containing aligned reads	input.outputdir.value	outputdir	return outputdir + /chr*/hit.bam;
admin	bioapps	0.6.0	/agua/0.6/bioapps	ELAND	aligner	inputfile	0	0	input	inputfile	file	--inputfile		essential		Solexa FASTQ format sequence file	output.readfile.value,input.readfile.value	input1,input2	
