27	587	1029	5	old status id code	32	\N	\N	2012-07-23 20:41:26	autobot	
28	588	1029	6	old status id code	32	\N	\N	2012-07-23 20:41:26	autobot	
29	589	1029	7	old status id code	32	\N	\N	2012-07-23 20:41:26	autobot	
30	590	1029	8	old status id code	32	\N	\N	2012-07-23 20:41:26	autobot	
31	607	1031	1	old status id code	32	\N	\N	2012-07-23 20:41:26	autobot	
32	13	1031	2	zero tiles after trimming	42	\N	\N	2012-07-20 20:30:04	autobot_uscp-prd-lndt-1-2.local	
33	14	1035	8	zero tiles after trimming	42	\N	\N	2012-07-20 20:30:04	autobot_uscp-prd-lndt-1-2.local	
34	597	1050	6	old status id code	32	\N	\N	2012-07-23 20:41:26	autobot	
35	15	1055	3	zero tiles after trimming	42	\N	\N	2012-07-20 20:30:04	autobot_uscp-prd-lndt-1-2.local	
36	16	1058	6	zero tiles after trimming	42	\N	\N	2012-07-20 20:30:04	autobot_uscp-prd-lndt-1-2.local	
37	17	1079	7	zero tiles after trimming	42	\N	\N	2012-07-20 20:30:04	autobot_uscp-prd-lndt-1-2.local	
38	18	1107	1	zero tiles after trimming	42	\N	\N	2012-07-20 20:30:04	autobot_uscp-prd-lndt-1-2.local	
39	19	1107	2	zero tiles after trimming	42	\N	\N	2012-07-20 20:30:04	autobot_uscp-prd-lndt-1-2.local	
40	20	1107	7	zero tiles after trimming	42	\N	\N	2012-07-20 20:30:04	autobot_uscp-prd-lndt-1-2.local	
41	21	1113	5	zero tiles after trimming	42	\N	\N	2012-07-20 20:30:04	autobot_uscp-prd-lndt-1-2.local	
42	598	1118	3	old status id code	27	\N	\N	2012-07-23 20:41:26	autobot	
43	599	1118	4	old status id code	27	\N	\N	2012-07-23 20:41:26	autobot	
44	22	1122	5	zero tiles after trimming	42	\N	\N	2012-07-20 20:30:04	autobot_uscp-prd-lndt-1-2.local	
45	23	1137	7	zero tiles after trimming	42	\N	\N	2012-07-20 20:30:04	autobot_uscp-prd-lndt-1-2.local	
46	601	1137	8	old status id code	13	\N	\N	2012-07-23 20:41:26	autobot	
47	602	1139	1	old status id code	32	\N	\N	2012-07-23 20:41:26	autobot	
48	603	1139	2	old status id code	32	\N	\N	2012-07-23 20:41:26	autobot	
49	24	1146	1	zero tiles after trimming	42	\N	\N	2012-07-20 20:30:04	autobot_uscp-prd-lndt-1-2.local	
50	604	1146	4	old status id code	32	\N	\N	2012-07-23 20:41:26	autobot	
51	605	1146	5	old status id code	32	\N	\N	2012-07-23 20:41:26	autobot	
52	25	1173	8	zero tiles after trimming	42	\N	\N	2012-07-20 20:30:04	autobot_uscp-prd-lndt-1-2.local	
53	26	1185	1	zero tiles after trimming	42	\N	\N	2012-07-20 20:30:04	autobot_uscp-prd-lndt-1-2.local	
54	27	1185	3	zero tiles after trimming	42	\N	\N	2012-07-20 20:30:04	autobot_uscp-prd-lndt-1-2.local	
55	28	1185	4	zero tiles after trimming	42	\N	\N	2012-07-20 20:30:04	autobot_uscp-prd-lndt-1-2.local	
56	29	1185	5	zero tiles after trimming	42	\N	\N	2012-07-20 20:30:04	autobot_uscp-prd-lndt-1-2.local	
57	30	1185	6	zero tiles after trimming	42	\N	\N	2012-07-20 20:30:04	autobot_uscp-prd-lndt-1-2.local	
58	31	1188	5	zero tiles after trimming	42	\N	\N	2012-07-20 20:30:04	autobot_uscp-prd-lndt-1-2.local	
59	32	1188	6	zero tiles after trimming	42	\N	\N	2012-07-20 20:30:04	autobot_uscp-prd-lndt-1-2.local	
60	33	1188	7	zero tiles after trimming	42	\N	\N	2012-07-20 20:30:04	autobot_uscp-prd-lndt-1-2.local	
61	614	1209	6	old status id code	13	\N	\N	2012-07-23 20:41:26	autobot	
62	617	1255	7	old status id code	13	\N	\N	2012-07-23 20:41:26	autobot	
63	34	1261	8	zero tiles after trimming	42	\N	\N	2012-07-20 20:30:04	autobot_uscp-prd-lndt-1-2.local	
64	35	1273	5	zero tiles after trimming	42	\N	\N	2012-07-20 20:30:04	autobot_uscp-prd-lndt-1-2.local	
65	620	1282	7	old status id code	27	\N	\N	2012-07-23 20:41:26	autobot	
66	621	1282	8	old status id code	27	\N	\N	2012-07-23 20:41:26	autobot	
67	36	1286	1	zero tiles after trimming	42	\N	\N	2012-07-20 20:30:04	autobot_uscp-prd-lndt-1-2.local	
68	37	1286	2	zero tiles after trimming	42	\N	\N	2012-07-20 20:30:04	autobot_uscp-prd-lndt-1-2.local	
69	38	1286	3	zero tiles after trimming	42	\N	\N	2012-07-20 20:30:04	autobot_uscp-prd-lndt-1-2.local	
70	39	1286	4	zero tiles after trimming	42	\N	\N	2012-07-20 20:30:04	autobot_uscp-prd-lndt-1-2.local	
71	40	1293	1	zero tiles after trimming	42	\N	\N	2012-07-20 20:30:04	autobot_uscp-prd-lndt-1-2.local	
72	41	1304	4	zero tiles after trimming	42	\N	\N	2012-07-20 20:30:04	autobot_uscp-prd-lndt-1-2.local	
73	42	1308	6	zero tiles after trimming	42	\N	\N	2012-07-20 20:30:04	autobot_uscp-prd-lndt-1-2.local	
74	43	1309	4	zero tiles after trimming	42	\N	\N	2012-07-20 20:30:04	autobot_uscp-prd-lndt-1-2.local	
75	44	1309	5	zero tiles after trimming	42	\N	\N	2012-07-20 20:30:04	autobot_uscp-prd-lndt-1-2.local	
76	636	1314	5	old status id code	27	\N	\N	2012-07-23 20:41:26	autobot	
77	637	1314	6	old status id code	27	\N	\N	2012-07-23 20:41:26	autobot	
78	45	1322	6	zero tiles after trimming	42	\N	\N	2012-07-20 20:30:04	autobot_uscp-prd-lndt-1-2.local	
79	46	1324	2	zero tiles after trimming	42	\N	\N	2012-07-20 20:30:04	autobot_uscp-prd-lndt-1-2.local	
80	47	1333	2	zero tiles after trimming	42	\N	\N	2012-07-20 20:30:04	autobot_uscp-prd-lndt-1-2.local	
81	48	1333	3	zero tiles after trimming	42	\N	\N	2012-07-20 20:30:04	autobot_uscp-prd-lndt-1-2.local	
82	49	1333	4	zero tiles after trimming	42	\N	\N	2012-07-20 20:30:04	autobot_uscp-prd-lndt-1-2.local	
83	639	1347	4	old status id code	13	\N	\N	2012-07-23 20:41:26	autobot	
84	50	1368	2	zero tiles after trimming	42	\N	\N	2012-07-20 20:30:04	autobot_uscp-prd-lndt-1-2.local	
85	662	1377	2	zero tiles after trimming	42	\N	\N	2012-07-23 23:40:39	autobot_uscp-prd-lndt-1-2.local	
86	640	1378	6	old status id code	13	\N	\N	2012-07-23 20:41:26	autobot	
87	641	1378	7	old status id code	13	\N	\N	2012-07-23 20:41:26	autobot	
88	663	1378	8	zero tiles after trimming	42	\N	\N	2012-07-23 23:40:39	autobot_uscp-prd-lndt-1-2.local	
89	51	1404	1	zero tiles after trimming	42	\N	\N	2012-07-20 20:30:04	autobot_uscp-prd-lndt-1-2.local	
90	52	1405	4	zero tiles after trimming	42	\N	\N	2012-07-20 20:30:04	autobot_uscp-prd-lndt-1-2.local	
91	53	1405	6	zero tiles after trimming	42	\N	\N	2012-07-20 20:30:04	autobot_uscp-prd-lndt-1-2.local	
92	54	1407	1	zero tiles after trimming	42	\N	\N	2012-07-20 20:30:04	autobot_uscp-prd-lndt-1-2.local	
93	644	1422	1	old status id code	27	\N	\N	2012-07-23 20:41:26	autobot	
94	645	1422	2	old status id code	27	\N	\N	2012-07-23 20:41:26	autobot	
95	55	1432	7	zero tiles after trimming	42	\N	\N	2012-07-20 20:30:04	autobot_uscp-prd-lndt-1-2.local	
96	56	1437	1	zero tiles after trimming	42	\N	\N	2012-07-20 20:30:04	autobot_uscp-prd-lndt-1-2.local	
97	647	1439	3	old status id code	27	\N	\N	2012-07-23 20:41:26	autobot	
98	648	1439	4	old status id code	27	\N	\N	2012-07-23 20:41:26	autobot	
99	57	1440	1	zero tiles after trimming	42	\N	\N	2012-07-20 20:30:04	autobot_uscp-prd-lndt-1-2.local	
100	650	1440	2	old status id code	13	\N	\N	2012-07-23 20:41:26	autobot	
101	58	1440	5	zero tiles after trimming	42	\N	\N	2012-07-20 20:30:04	autobot_uscp-prd-lndt-1-2.local	
102	664	1459	1	zero tiles after trimming	42	\N	\N	2012-07-23 23:40:39	autobot_uscp-prd-lndt-1-2.local	
103	665	1459	2	zero tiles after trimming	42	\N	\N	2012-07-23 23:40:39	autobot_uscp-prd-lndt-1-2.local	
104	666	1459	3	zero tiles after trimming	42	\N	\N	2012-07-23 23:40:39	autobot_uscp-prd-lndt-1-2.local	
105	667	1459	4	zero tiles after trimming	42	\N	\N	2012-07-23 23:40:39	autobot_uscp-prd-lndt-1-2.local	
106	668	1459	5	zero tiles after trimming	42	\N	\N	2012-07-23 23:40:39	autobot_uscp-prd-lndt-1-2.local	
107	669	1459	6	zero tiles after trimming	42	\N	\N	2012-07-23 23:40:39	autobot_uscp-prd-lndt-1-2.local	
108	670	1459	7	zero tiles after trimming	42	\N	\N	2012-07-23 23:40:39	autobot_uscp-prd-lndt-1-2.local	
109	671	1459	8	zero tiles after trimming	42	\N	\N	2012-07-23 23:40:39	autobot_uscp-prd-lndt-1-2.local	
110	59	1472	4	zero tiles after trimming	42	\N	\N	2012-07-20 20:30:04	autobot_uscp-prd-lndt-1-2.local	
111	60	1474	1	zero tiles after trimming	42	\N	\N	2012-07-20 20:30:04	autobot_uscp-prd-lndt-1-2.local	
112	61	1474	4	zero tiles after trimming	42	\N	\N	2012-07-20 20:30:04	autobot_uscp-prd-lndt-1-2.local	
113	62	1482	7	zero tiles after trimming	42	\N	\N	2012-07-20 20:30:04	autobot_uscp-prd-lndt-1-2.local	
114	63	1484	5	zero tiles after trimming	42	\N	\N	2012-07-20 20:30:04	autobot_uscp-prd-lndt-1-2.local	
115	64	1486	8	zero tiles after trimming	42	\N	\N	2012-07-20 20:30:04	autobot_uscp-prd-lndt-1-2.local	
116	65	1490	1	zero tiles after trimming	42	\N	\N	2012-07-20 20:30:04	autobot_uscp-prd-lndt-1-2.local	
117	66	1520	7	zero tiles after trimming	42	\N	\N	2012-07-20 20:30:04	autobot_uscp-prd-lndt-1-2.local	
118	67	1531	6	zero tiles after trimming	42	\N	\N	2012-07-20 20:30:04	autobot_uscp-prd-lndt-1-2.local	
119	68	1533	1	zero tiles after trimming	42	\N	\N	2012-07-20 20:30:04	autobot_uscp-prd-lndt-1-2.local	
120	69	1533	2	zero tiles after trimming	42	\N	\N	2012-07-20 20:30:04	autobot_uscp-prd-lndt-1-2.local	
121	657	1533	3	old status id code	13	\N	\N	2012-07-23 20:41:26	autobot	
122	672	1537	1	zero tiles after trimming	42	\N	\N	2012-07-23 23:40:39	autobot_uscp-prd-lndt-1-2.local	
123	673	1537	2	zero tiles after trimming	42	\N	\N	2012-07-23 23:40:39	autobot_uscp-prd-lndt-1-2.local	
124	674	1537	3	zero tiles after trimming	42	\N	\N	2012-07-23 23:40:39	autobot_uscp-prd-lndt-1-2.local	
125	675	1537	4	zero tiles after trimming	42	\N	\N	2012-07-23 23:40:39	autobot_uscp-prd-lndt-1-2.local	
126	676	1537	5	zero tiles after trimming	42	\N	\N	2012-07-23 23:40:39	autobot_uscp-prd-lndt-1-2.local	
127	677	1537	6	zero tiles after trimming	42	\N	\N	2012-07-23 23:40:39	autobot_uscp-prd-lndt-1-2.local	
128	678	1537	8	zero tiles after trimming	42	\N	\N	2012-07-23 23:40:39	autobot_uscp-prd-lndt-1-2.local	
129	70	1570	2	zero tiles after trimming	42	\N	\N	2012-07-20 20:30:04	autobot_uscp-prd-lndt-1-2.local	
130	71	1570	3	zero tiles after trimming	42	\N	\N	2012-07-20 20:30:04	autobot_uscp-prd-lndt-1-2.local	
131	72	1570	4	zero tiles after trimming	42	\N	\N	2012-07-20 20:30:04	autobot_uscp-prd-lndt-1-2.local	
132	73	1572	5	zero tiles after trimming	42	\N	\N	2012-07-20 20:30:04	autobot_uscp-prd-lndt-1-2.local	
133	74	1572	7	zero tiles after trimming	42	\N	\N	2012-07-20 20:30:04	autobot_uscp-prd-lndt-1-2.local	
134	75	1572	8	zero tiles after trimming	42	\N	\N	2012-07-20 20:30:04	autobot_uscp-prd-lndt-1-2.local	
135	76	1592	1	zero tiles after trimming	42	\N	\N	2012-07-20 20:30:04	autobot_uscp-prd-lndt-1-2.local	
136	77	1592	3	zero tiles after trimming	42	\N	\N	2012-07-20 20:30:04	autobot_uscp-prd-lndt-1-2.local	
137	78	1597	5	zero tiles after trimming	42	\N	\N	2012-07-20 20:30:04	autobot_uscp-prd-lndt-1-2.local	
138	79	1597	6	zero tiles after trimming	42	\N	\N	2012-07-20 20:30:04	autobot_uscp-prd-lndt-1-2.local	
139	80	1597	7	zero tiles after trimming	42	\N	\N	2012-07-20 20:30:04	autobot_uscp-prd-lndt-1-2.local	
140	81	1597	8	zero tiles after trimming	42	\N	\N	2012-07-20 20:30:04	autobot_uscp-prd-lndt-1-2.local	
141	82	1609	1	zero tiles after trimming	42	\N	\N	2012-07-20 20:30:04	autobot_uscp-prd-lndt-1-2.local	
142	83	1616	5	zero tiles after trimming	42	\N	\N	2012-07-20 20:30:04	autobot_uscp-prd-lndt-1-2.local	
143	84	1617	2	zero tiles after trimming	42	\N	\N	2012-07-20 20:30:04	autobot_uscp-prd-lndt-1-2.local	
144	85	1623	1	zero tiles after trimming	42	\N	\N	2012-07-20 20:30:04	autobot_uscp-prd-lndt-1-2.local	
145	86	1623	3	zero tiles after trimming	42	\N	\N	2012-07-20 20:30:04	autobot_uscp-prd-lndt-1-2.local	
146	679	1632	7	zero tiles after trimming	42	\N	\N	2012-07-23 23:40:39	autobot_uscp-prd-lndt-1-2.local	
147	680	1632	8	zero tiles after trimming	42	\N	\N	2012-07-23 23:40:39	autobot_uscp-prd-lndt-1-2.local	
148	87	1638	1	zero tiles after trimming	42	\N	\N	2012-07-20 20:30:04	autobot_uscp-prd-lndt-1-2.local	
149	88	1643	2	zero tiles after trimming	42	\N	\N	2012-07-20 20:30:04	autobot_uscp-prd-lndt-1-2.local	
150	89	1646	2	zero tiles after trimming	42	\N	\N	2012-07-20 20:30:04	autobot_uscp-prd-lndt-1-2.local	
151	90	1661	1	zero tiles after trimming	42	\N	\N	2012-07-20 20:30:04	autobot_uscp-prd-lndt-1-2.local	
152	91	1675	8	zero tiles after trimming	42	\N	\N	2012-07-20 20:30:04	autobot_uscp-prd-lndt-1-2.local	
153	92	1697	2	zero tiles after trimming	42	\N	\N	2012-07-20 20:30:04	autobot_uscp-prd-lndt-1-2.local	
154	93	1713	2	zero tiles after trimming	42	\N	\N	2012-07-20 20:30:04	autobot_uscp-prd-lndt-1-2.local	
155	126	1728	1	zero tiles after trimming	42	\N	\N	2012-07-22 14:40:35	autobot_uscp-prd-lndt-1-2.local	
156	127	1728	3	zero tiles after trimming	42	\N	\N	2012-07-22 14:40:35	autobot_uscp-prd-lndt-1-2.local	
157	128	1728	4	zero tiles after trimming	42	\N	\N	2012-07-22 14:40:35	autobot_uscp-prd-lndt-1-2.local	
158	129	1728	5	zero tiles after trimming	42	\N	\N	2012-07-22 14:40:35	autobot_uscp-prd-lndt-1-2.local	
159	130	1728	6	zero tiles after trimming	42	\N	\N	2012-07-22 14:40:35	autobot_uscp-prd-lndt-1-2.local	
160	131	1728	7	zero tiles after trimming	42	\N	\N	2012-07-22 14:40:35	autobot_uscp-prd-lndt-1-2.local	
161	681	1730	8	zero tiles after trimming	42	\N	\N	2012-07-23 23:40:39	autobot_uscp-prd-lndt-1-2.local	
162	132	1734	1	zero tiles after trimming	42	\N	\N	2012-07-22 15:40:39	autobot_uscp-prd-lndt-1-2.local	
163	133	1734	2	zero tiles after trimming	42	\N	\N	2012-07-22 15:40:39	autobot_uscp-prd-lndt-1-2.local	
164	134	1734	3	zero tiles after trimming	42	\N	\N	2012-07-22 15:40:39	autobot_uscp-prd-lndt-1-2.local	
165	94	1752	1	zero tiles after trimming	42	\N	\N	2012-07-20 20:30:04	autobot_uscp-prd-lndt-1-2.local	
166	95	1776	3	zero tiles after trimming	42	\N	\N	2012-07-21 20:40:40	autobot_uscp-prd-lndt-1-2.local	
167	96	1776	5	zero tiles after trimming	42	\N	\N	2012-07-21 20:40:40	autobot_uscp-prd-lndt-1-2.local	
168	97	1776	8	zero tiles after trimming	42	\N	\N	2012-07-21 20:40:40	autobot_uscp-prd-lndt-1-2.local	
169	98	1776	1	zero tiles after trimming	42	\N	\N	2012-07-21 20:40:40	autobot_uscp-prd-lndt-1-2.local	
170	99	1776	2	zero tiles after trimming	42	\N	\N	2012-07-21 20:40:40	autobot_uscp-prd-lndt-1-2.local	
171	100	1776	4	zero tiles after trimming	42	\N	\N	2012-07-21 20:40:40	autobot_uscp-prd-lndt-1-2.local	
172	101	1776	6	zero tiles after trimming	42	\N	\N	2012-07-21 20:40:40	autobot_uscp-prd-lndt-1-2.local	
173	102	1776	7	zero tiles after trimming	42	\N	\N	2012-07-21 20:40:40	autobot_uscp-prd-lndt-1-2.local	
174	103	1777	1	zero tiles after trimming	42	\N	\N	2012-07-21 20:40:40	autobot_uscp-prd-lndt-1-2.local	
175	104	1777	2	zero tiles after trimming	42	\N	\N	2012-07-21 20:40:40	autobot_uscp-prd-lndt-1-2.local	
176	105	1777	3	zero tiles after trimming	42	\N	\N	2012-07-21 20:40:40	autobot_uscp-prd-lndt-1-2.local	
177	106	1777	4	zero tiles after trimming	42	\N	\N	2012-07-21 20:40:40	autobot_uscp-prd-lndt-1-2.local	
178	107	1777	6	zero tiles after trimming	42	\N	\N	2012-07-21 20:40:40	autobot_uscp-prd-lndt-1-2.local	
179	108	1777	7	zero tiles after trimming	42	\N	\N	2012-07-21 20:40:40	autobot_uscp-prd-lndt-1-2.local	
180	109	1777	8	zero tiles after trimming	42	\N	\N	2012-07-21 20:40:40	autobot_uscp-prd-lndt-1-2.local	
181	110	1778	1	zero tiles after trimming	42	\N	\N	2012-07-22 04:40:46	autobot_uscp-prd-lndt-1-2.local	
182	111	1778	2	zero tiles after trimming	42	\N	\N	2012-07-22 04:40:46	autobot_uscp-prd-lndt-1-2.local	
183	112	1778	3	zero tiles after trimming	42	\N	\N	2012-07-22 04:40:46	autobot_uscp-prd-lndt-1-2.local	
184	113	1778	4	zero tiles after trimming	42	\N	\N	2012-07-22 04:40:46	autobot_uscp-prd-lndt-1-2.local	
185	114	1778	5	zero tiles after trimming	42	\N	\N	2012-07-22 04:40:46	autobot_uscp-prd-lndt-1-2.local	
186	115	1778	7	zero tiles after trimming	42	\N	\N	2012-07-22 04:40:46	autobot_uscp-prd-lndt-1-2.local	
187	116	1778	6	zero tiles after trimming	42	\N	\N	2012-07-22 04:40:46	autobot_uscp-prd-lndt-1-2.local	
188	117	1778	8	zero tiles after trimming	42	\N	\N	2012-07-22 04:40:46	autobot_uscp-prd-lndt-1-2.local	
189	118	1779	1	zero tiles after trimming	42	\N	\N	2012-07-22 04:40:46	autobot_uscp-prd-lndt-1-2.local	
190	119	1779	2	zero tiles after trimming	42	\N	\N	2012-07-22 04:40:46	autobot_uscp-prd-lndt-1-2.local	
191	120	1779	3	zero tiles after trimming	42	\N	\N	2012-07-22 04:40:46	autobot_uscp-prd-lndt-1-2.local	
192	121	1779	4	zero tiles after trimming	42	\N	\N	2012-07-22 04:40:46	autobot_uscp-prd-lndt-1-2.local	
193	122	1779	5	zero tiles after trimming	42	\N	\N	2012-07-22 04:40:46	autobot_uscp-prd-lndt-1-2.local	
194	123	1779	6	zero tiles after trimming	42	\N	\N	2012-07-22 04:40:46	autobot_uscp-prd-lndt-1-2.local	
195	124	1779	7	zero tiles after trimming	42	\N	\N	2012-07-22 04:40:46	autobot_uscp-prd-lndt-1-2.local	
196	125	1779	8	zero tiles after trimming	42	\N	\N	2012-07-22 04:40:46	autobot_uscp-prd-lndt-1-2.local	
197	661	942	7	good_tiles_less_than_min:1	42	\N	\N	2012-07-24 01:22:11	autobot_uscp-prd-lndt-1-1.local	
198	16	1058	6	good_tiles_less_than_min:1	42	\N	\N	2012-07-24 01:22:11	autobot_uscp-prd-lndt-1-1.local	
199	601	1137	8		42	\N	\N	2012-07-24 01:22:11	autobot_uscp-prd-lndt-1-1.local	
200	614	1209	6		42	\N	\N	2012-07-24 01:22:11	autobot_uscp-prd-lndt-1-1.local	
201	54	1407	1	good_tiles_less_than_min:1	42	\N	\N	2012-07-24 01:22:11	autobot_uscp-prd-lndt-1-1.local	
202	67	1531	6	good_tiles_less_than_min:1	42	\N	\N	2012-07-24 01:22:11	autobot_uscp-prd-lndt-1-1.local	
203	90	1661	1	good_tiles_less_than_min:1	42	\N	\N	2012-07-24 01:22:11	autobot_uscp-prd-lndt-1-1.local	
204	681	1730	8	good_tiles_less_than_min:1	42	\N	\N	2012-07-24 01:22:11	autobot_uscp-prd-lndt-1-1.local	
205	1	913	7	good_tiles_less_than_min:1	42	\N	\N	2012-07-24 01:17:44	autobot_uscp-prd-lndt-1-1.local	
206	2	954	5	good_tiles_less_than_min:1	42	\N	\N	2012-07-24 01:22:11	autobot_uscp-prd-lndt-1-1.local	
207	3	970	8	good_tiles_less_than_min:1	42	\N	\N	2012-07-24 01:22:11	autobot_uscp-prd-lndt-1-1.local	
208	4	992	1	good_tiles_less_than_min:1	42	\N	\N	2012-07-24 01:22:11	autobot_uscp-prd-lndt-1-1.local	
209	5	992	3	good_tiles_less_than_min:1	42	\N	\N	2012-07-24 01:22:11	autobot_uscp-prd-lndt-1-1.local	
210	6	1003	2	good_tiles_less_than_min:1	42	\N	\N	2012-07-24 01:22:11	autobot_uscp-prd-lndt-1-1.local	
211	7	1007	4	good_tiles_less_than_min:1	42	\N	\N	2012-07-24 01:22:11	autobot_uscp-prd-lndt-1-1.local	
212	8	1007	5	good_tiles_less_than_min:1	42	\N	\N	2012-07-24 01:22:11	autobot_uscp-prd-lndt-1-1.local	
213	9	1007	6	good_tiles_less_than_min:1	42	\N	\N	2012-07-24 01:22:11	autobot_uscp-prd-lndt-1-1.local	
214	10	1007	7	good_tiles_less_than_min:1	42	\N	\N	2012-07-24 01:22:11	autobot_uscp-prd-lndt-1-1.local	
215	11	1007	8	good_tiles_less_than_min:1	42	\N	\N	2012-07-24 01:22:11	autobot_uscp-prd-lndt-1-1.local	
216	12	1014	1	good_tiles_less_than_min:1	42	\N	\N	2012-07-24 01:22:11	autobot_uscp-prd-lndt-1-1.local	
217	13	1031	2	good_tiles_less_than_min:1	42	\N	\N	2012-07-24 01:22:11	autobot_uscp-prd-lndt-1-1.local	
218	14	1035	8	good_tiles_less_than_min:1	42	\N	\N	2012-07-24 01:22:11	autobot_uscp-prd-lndt-1-1.local	
219	15	1055	3	good_tiles_less_than_min:1	42	\N	\N	2012-07-24 01:22:11	autobot_uscp-prd-lndt-1-1.local	
220	17	1079	7	good_tiles_less_than_min:1	42	\N	\N	2012-07-24 01:22:11	autobot_uscp-prd-lndt-1-1.local	
221	18	1107	1	good_tiles_less_than_min:1	42	\N	\N	2012-07-24 01:22:11	autobot_uscp-prd-lndt-1-1.local	
222	19	1107	2	good_tiles_less_than_min:1	42	\N	\N	2012-07-24 01:22:11	autobot_uscp-prd-lndt-1-1.local	
223	20	1107	7	good_tiles_less_than_min:1	42	\N	\N	2012-07-24 01:22:11	autobot_uscp-prd-lndt-1-1.local	
224	21	1113	5	good_tiles_less_than_min:1	42	\N	\N	2012-07-24 01:22:11	autobot_uscp-prd-lndt-1-1.local	
225	22	1122	5	good_tiles_less_than_min:1	42	\N	\N	2012-07-24 01:22:11	autobot_uscp-prd-lndt-1-1.local	
226	23	1137	7	good_tiles_less_than_min:1	42	\N	\N	2012-07-24 01:22:11	autobot_uscp-prd-lndt-1-1.local	
227	24	1146	1	good_tiles_less_than_min:1	42	\N	\N	2012-07-24 01:22:11	autobot_uscp-prd-lndt-1-1.local	
228	25	1173	8	good_tiles_less_than_min:1	42	\N	\N	2012-07-24 01:22:11	autobot_uscp-prd-lndt-1-1.local	
229	26	1185	1	good_tiles_less_than_min:1	42	\N	\N	2012-07-24 01:22:11	autobot_uscp-prd-lndt-1-1.local	
230	27	1185	3	good_tiles_less_than_min:1	42	\N	\N	2012-07-24 01:22:11	autobot_uscp-prd-lndt-1-1.local	
231	28	1185	4	good_tiles_less_than_min:1	42	\N	\N	2012-07-24 01:22:11	autobot_uscp-prd-lndt-1-1.local	
232	29	1185	5	good_tiles_less_than_min:1	42	\N	\N	2012-07-24 01:22:11	autobot_uscp-prd-lndt-1-1.local	
233	30	1185	6	good_tiles_less_than_min:1	42	\N	\N	2012-07-24 01:22:11	autobot_uscp-prd-lndt-1-1.local	
234	31	1188	5	good_tiles_less_than_min:1	42	\N	\N	2012-07-24 01:22:11	autobot_uscp-prd-lndt-1-1.local	
235	32	1188	6	good_tiles_less_than_min:1	42	\N	\N	2012-07-24 01:22:11	autobot_uscp-prd-lndt-1-1.local	
236	33	1188	7	good_tiles_less_than_min:1	42	\N	\N	2012-07-24 01:22:11	autobot_uscp-prd-lndt-1-1.local	
237	34	1261	8	good_tiles_less_than_min:1	42	\N	\N	2012-07-24 01:22:11	autobot_uscp-prd-lndt-1-1.local	
