33	49	2012-10-17	2012-10-17 18:46:29	3	6333	59	kviaud_10.14.152.41	DCT	\N	\N
34	50	2012-10-17	2012-10-17 18:47:40	1	6332	59	kviaud_10.14.152.41	DCT	\N	\N
35	51	2012-10-17	2012-10-17 18:50:37	3	6338	59	kviaud_10.14.152.41	DCT	\N	\N
36	52	2012-10-17	2012-10-17 18:51:49	3	6342	59	kviaud_10.14.152.41	DCT	\N	\N
37	55	2012-10-17	2012-10-17 19:49:08	2	4532	59	pcruz_10.14.152.89	DCT	\N	\N
38	56	2012-10-17	2012-10-17 20:01:17	2	6389	59	pcruz_10.14.152.89	DCT	\N	\N
39	57	2012-10-17	2012-10-17 20:02:25	1	6390	59	pcruz_10.14.152.89	DCT	\N	\N
40	58	2012-10-17	2012-10-17 20:03:06	1	6387	59	pcruz_10.14.152.89	DCT	\N	\N
41	59	2012-10-17	2012-10-17 20:11:04	2	6492	59	pcruz_10.14.152.89	DCT	\N	\N
42	60	2012-10-17	2012-10-17 20:16:28	3	6458	59	pcruz_10.14.152.89	DCT	\N	\N
43	61	2012-10-17	2012-10-17 20:17:48	3	6457	59	pcruz_10.14.152.89	DCT	\N	\N
44	62	2012-10-17	2012-10-17 20:40:12	6	4489	59	kviaud_10.14.152.41	DCT	\N	\N
45	63	2012-10-17	2012-10-17 20:40:20	2	6456	59	pcruz_10.14.152.89	DCT	\N	\N
46	64	2012-10-17	2012-10-17 20:41:04	1	6477	59	pcruz_10.14.152.89	DCT	\N	\N
47	66	2012-10-17	2012-10-17 20:42:25	3	4477	59	kviaud_10.14.152.41	DCT	\N	\N
48	67	2012-10-17	2012-10-17 20:48:31	1	6450	59	pcruz_10.14.152.89	DCT	\N	\N
49	70	2012-10-17	2012-10-17 20:54:37	1	6453	59	pcruz_10.14.152.89	DCT	\N	\N
50	71	2012-10-17	2012-10-17 20:56:25	2	6454	59	pcruz_10.14.152.89	DCT	\N	\N
51	72	2012-10-17	2012-10-17 21:08:42	1	6501	59	pcruz_10.14.152.89	DCT	\N	\N
52	73	2012-10-17	2012-10-17 21:27:18	3	6309	59	kviaud_10.14.152.41	DCT	\N	\N
53	75	2012-10-17	2012-10-17 21:40:09	2	6233	59	kviaud_10.14.152.41	DCT	\N	\N
54	76	2012-10-17	2012-10-17 21:40:57	1	6215	59	kviaud_10.14.152.41	DCT	\N	\N
55	77	2012-10-17	2012-10-17 21:44:29	3	5835	59	pcruz_10.14.152.89	DCT	\N	\N
56	78	2012-10-17	2012-10-17 21:44:58	1	6217	59	kviaud_10.14.152.41	DCT	\N	\N
57	79	2012-10-17	2012-10-17 21:47:41	1	6229	59	kviaud_10.14.152.41	DCT	\N	\N
58	80	2012-10-17	2012-10-17 21:54:23	1	6230	59	kviaud_10.14.152.41	DCT	\N	\N
59	81	2012-10-17	2012-10-17 22:03:31	3	5793	59	pcruz_10.14.152.89	DCT	\N	\N
60	82	2012-10-17	2012-10-17 22:04:26	1	5791	59	pcruz_10.14.152.89	DCT	\N	\N
61	84	2012-10-17	2012-10-17 22:10:40	1	5823	59	pcruz_10.14.152.89	DCT	\N	\N
62	86	2012-10-17	2012-10-17 22:15:27	3	5798	59	pcruz_10.14.152.89	DCT	\N	\N
63	89	2012-10-17	2012-10-17 22:19:59	3	5795	59	pcruz_10.14.152.89	DCT	\N	\N
64	91	2012-10-17	2012-10-17 23:18:21	1	6318	59	pcruz_10.14.152.89	DCT	\N	\N
65	96	2012-10-17	2012-10-18 01:37:13	6	4127	59	bsickler_10.14.152.110	DCT	\N	\N
66	14	2012-10-16	2012-10-16 20:17:18	3	3985	59	pcruz_10.14.152.89	DTP	\N	\N
67	17	2012-10-16	2012-10-16 20:45:11	3	3943	59	pcruz_10.14.152.89	libraryPrep	\N	\N
68	17	2012-10-16	2012-10-16 20:45:11	3	3943	73	10.14.152.33	libraryPrep	\N	\N
69	26	2012-10-16	2012-10-16 22:20:12	1	4457	59	Kan_10.14.152.48	DTP	\N	\N
70	18	2012-10-16	2012-10-16 20:47:25	3	4005	59	pcruz_10.14.152.89	libraryPrep	\N	\N
71	19	2012-10-16	2012-10-16 20:48:27	3	4025	59	pcruz_10.14.152.89	libraryPrep	\N	\N
72	20	2012-10-16	2012-10-16 21:01:49	3	4515	59	pcruz_10.14.152.89	libraryPrep	\N	\N
73	23	2012-10-16	2012-10-16 21:28:08	3	4060	59	pcruz_10.14.152.89	libraryPrep	\N	\N
74	44	2012-10-17	2012-10-17 16:28:18	8	4533	59	pcruz_10.14.152.89	libraryPrep	\N	\N
75	90	2012-10-17	2012-10-17 22:29:15	3	2998	59	pcruz_10.14.152.89	libraryPrep	\N	\N
76	36	2012-10-16	2012-10-17 00:17:31	3	3037	59	Kan_10.14.152.48	UCT	\N	\N
77	39	2012-10-16	2012-10-17 00:24:00	2	3031	59	Kan_10.14.152.48	DTP	\N	\N
78	42	2012-10-16	2012-10-17 00:30:05	3	3920	59	bsickler_10.14.152.110	UCT	\N	\N
79	38	2012-10-16	2012-10-17 00:23:10	2	3900	59	bsickler_10.14.152.110	UCT	\N	\N
80	15	2012-10-16	2012-10-16 20:43:35	3	4014	59	pcruz_10.14.152.89	DTP	\N	\N
81	41	2012-10-16	2012-10-17 00:27:22	5	3905	59	bsickler_10.14.152.110	UCT	\N	\N
82	55	2012-10-17	2012-10-17 19:49:08	2	4532	59	pcruz_10.14.152.89	DTP	\N	\N
83	83	2012-10-17	2012-10-17 22:07:00	4	4098	59	bsickler_10.14.152.110	UCT	\N	\N
84	85	2012-10-17	2012-10-17 22:13:52	4	4102	59	bsickler_10.14.152.110	UCT	\N	\N
85	87	2012-10-17	2012-10-17 22:17:02	4	4104	59	bsickler_10.14.152.110	UCT	\N	\N
86	88	2012-10-17	2012-10-17 22:17:59	4	4105	59	bsickler_10.14.152.110	UCT	\N	\N
87	96	2012-10-17	2012-10-18 01:37:13	6	4127	59	bsickler_10.14.152.110	DTP	\N	\N
88	97	2012-10-17	2012-10-18 01:37:58	6	4120	59	bsickler_10.14.152.110	UCT	\N	\N
89	98	2012-10-17	2012-10-18 01:39:36	6	4123	59	bsickler_10.14.152.110	UCT	\N	\N
90	43	2012-10-16	2012-10-17 00:36:30	5	3932	59	bsickler_10.14.152.110	UCT	\N	\N
91	92	2012-10-17	2012-10-18 00:44:17	6	4116	59	bsickler_10.14.152.110	UCT	\N	\N
92	92	2012-10-17	2012-10-18 00:44:17	6	4116	59	10.14.152.33	libraryPrep	LP 3108	\N
93	103	2012-10-18	2012-10-18 19:20:40	3	6282	59	amaroo_10.14.154.88	DTP	\N	\N
94	93	2012-10-17	2012-10-18 01:15:26	6	4110	59	bsickler_10.14.152.110	UCT	\N	\N
95	94	2012-10-17	2012-10-18 01:16:00	6	4111	59	bsickler_10.14.152.110	UCT	\N	\N
96	95	2012-10-17	2012-10-18 01:20:40	6	4115	59	bsickler_10.14.152.110	UCT	\N	\N
97	99	2012-10-17	2012-10-18 01:39:53	6	4124	59	bsickler_10.14.152.110	UCT	\N	\N
98	113	2012-10-18	2012-10-18 20:48:33	1	6265	59	amaroo_10.14.154.88	DTP	\N	\N
99	44	2012-10-17	2012-10-17 16:28:18	8	4533	73	10.14.152.33	libraryPrep	LP 3108	\N
100	122	2012-10-18	2012-10-18 21:05:18	3	6273	59	amaroo_10.14.154.88	UCT	\N	\N
101	126	2012-10-18	2012-10-18 21:19:30	3	6256	59	amaroo_10.14.154.88	UCT	\N	\N
102	127	2012-10-18	2012-10-18 21:25:18	1	6357	59	kviaud_10.14.152.41	DTP	\N	\N
103	105	2012-10-18	2012-10-18 20:20:28	2	3037	59	Kan_10.14.152.48	DTP	\N	\N
104	24	2012-10-16	2012-10-16 21:44:18	3	3431	59	Kan_10.14.152.48	DTP	\N	\N
105	127	2012-10-18	2012-10-18 21:25:18	1	6357	73	10.12.113.255	DTP	will run 2 lanes for 1 FC on Thunderbolt	\N
106	130	2012-10-18	2012-10-18 22:56:36	3	4599	59	kgietzen_10.14.152.33	DTP	\N	\N
107	106	2012-10-18	2012-10-18 20:25:30	3	6270	59	amaroo_10.14.154.88	DTP	\N	\N
108	131	2012-10-18	2012-10-18 23:34:56	1	6547	59	tmcsherry_10.14.154.94	DTP	\N	\N
109	131	2012-10-18	2012-10-18 23:34:56	1	6547	73	10.14.154.94	DTP	\N	\N
110	132	2012-10-18	2012-10-18 23:36:18	2	6547	59	tmcsherry_10.14.154.94	DTP	\N	\N
111	133	2012-10-18	2012-10-18 23:37:44	3	6548	59	tmcsherry_10.14.154.94	DTP	\N	\N
112	134	2012-10-18	2012-10-18 23:38:33	3	6549	59	tmcsherry_10.14.154.94	DTP	\N	\N
113	103	2012-10-18	2012-10-18 19:20:40	3	6282	59	10.14.154.88	libraryPrep	\N	\N
114	102	2012-10-18	2012-10-18 18:47:44	3	6255	59	amaroo_10.14.154.88	libraryPrep	\N	\N
115	101	2012-10-18	2012-10-18 16:40:29	3	5929	59	pcruz_10.14.152.89	libraryPrep	\N	\N
116	74	2012-10-17	2012-10-17 21:34:24	5	5808	59	pcruz_10.14.152.89	libraryPrep	\N	\N
117	25	2012-10-16	2012-10-16 21:48:06	3	5788	59	pcruz_10.14.152.89	libraryPrep	\N	\N
118	135	2012-10-18	2012-10-18 23:50:07	1	4379	59	Kan_10.14.152.48	UCT	\N	\N
119	15	2012-10-16	2012-10-16 20:43:35	3	4014	73	10.14.152.33	libraryPrep	LP 3107	\N
120	106	2012-10-18	2012-10-18 20:25:30	3	6270	73	10.14.154.94	DTP	\N	\N
121	107	2012-10-18	2012-10-18 20:28:08	3	6269	59	amaroo_10.14.154.88	DTP	\N	\N
122	108	2012-10-18	2012-10-18 20:35:39	3	6267	59	amaroo_10.14.154.88	DTP	\N	\N
123	109	2012-10-18	2012-10-18 20:36:12	3	6266	59	amaroo_10.14.154.88	DTP	\N	\N
124	110	2012-10-18	2012-10-18 20:36:49	3	6263	59	amaroo_10.14.154.88	DTP	\N	\N
125	111	2012-10-18	2012-10-18 20:42:50	3	6260	59	amaroo_10.14.154.88	DTP	\N	\N
126	112	2012-10-18	2012-10-18 20:47:39	1	6287	59	amaroo_10.14.154.88	DTP	\N	\N
127	113	2012-10-18	2012-10-18 20:48:33	1	6265	74	10.14.154.88	DTP	\N	\N
128	114	2012-10-18	2012-10-18 20:48:36	1	6265	59	amaroo_10.14.154.88	DTP	\N	\N
129	115	2012-10-18	2012-10-18 20:50:45	1	6277	59	amaroo_10.14.154.88	DTP	\N	\N
130	116	2012-10-18	2012-10-18 20:51:47	2	6252	59	amaroo_10.14.154.88	DTP	\N	\N
131	117	2012-10-18	2012-10-18 20:52:22	2	6286	59	amaroo_10.14.154.88	DTP	\N	\N
132	118	2012-10-18	2012-10-18 20:53:18	2	6257	59	amaroo_10.14.154.88	DTP	\N	\N
133	119	2012-10-18	2012-10-18 20:56:45	2	6293	59	amaroo_10.14.154.88	DTP	\N	\N
134	120	2012-10-18	2012-10-18 20:57:42	2	6261	59	amaroo_10.14.154.88	DTP	\N	\N
135	121	2012-10-18	2012-10-18 20:59:59	2	6268	59	amaroo_10.14.154.88	DTP	\N	\N
136	122	2012-10-18	2012-10-18 21:05:18	3	6273	59	10.14.154.88	UCT	all previous three lanes were over clustered.	\N
137	123	2012-10-18	2012-10-18 21:06:33	3	6250	59	amaroo_10.14.154.88	DTP	\N	\N
138	124	2012-10-18	2012-10-18 21:07:47	3	6284	59	amaroo_10.14.154.88	DTP	\N	\N
139	125	2012-10-18	2012-10-18 21:08:30	3	6285	59	amaroo_10.14.154.88	DTP	\N	\N
140	126	2012-10-18	2012-10-18 21:19:30	3	6256	59	10.14.154.88	UCT	ClusterDensity high in previous three lanes	\N
141	17	2012-10-16	2012-10-16 20:45:11	3	3943	73	10.14.152.33	libraryPrep	LP 3106	\N
142	18	2012-10-16	2012-10-16 20:47:25	3	4005	73	10.14.152.33	libraryPrep	LP 3011	\N
143	19	2012-10-16	2012-10-16 20:48:27	3	4025	73	10.14.152.33	libraryPrep	LP 3012	\N
144	23	2012-10-16	2012-10-16 21:28:08	3	4060	73	10.14.152.33	libraryPrep	LP 3106	\N
145	38	2012-10-16	2012-10-17 00:23:10	3	3900	73	10.14.152.33	libraryPrep	LP 3106	\N
146	41	2012-10-16	2012-10-17 00:27:22	5	3905	73	10.14.152.33	libraryPrep	LP 3107	\N
147	42	2012-10-16	2012-10-17 00:30:05	3	3920	73	10.14.152.33	libraryPrep	LP 3093	\N
148	43	2012-10-16	2012-10-17 00:36:30	5	3932	73	10.14.152.33	libraryPrep	LP 3108	\N
149	55	2012-10-17	2012-10-17 19:49:08	2	4532	73	10.14.152.33	libraryPrep	LP 3107	\N
150	83	2012-10-17	2012-10-17 22:07:00	4	4098	73	10.14.152.33	libraryPrep	LP 3107	\N
151	85	2012-10-17	2012-10-17 22:13:52	4	4102	73	10.14.152.33	libraryPrep	LP 3107	\N
152	87	2012-10-17	2012-10-17 22:17:02	4	4104	73	10.14.152.33	libraryPrep	LP 3107	\N
153	88	2012-10-17	2012-10-17 22:17:59	4	4105	73	10.14.152.33	libraryPrep	LP 3107	\N
154	92	2012-10-17	2012-10-18 00:44:17	6	4116	73	10.14.152.33	libraryPrep	LP 3108	\N
155	93	2012-10-17	2012-10-18 01:15:26	6	4110	73	10.14.152.33	libraryPrep	LP 3108	\N
156	94	2012-10-17	2012-10-18 01:16:00	6	4111	73	10.14.152.33	libraryPrep	LP 3108	\N
157	95	2012-10-17	2012-10-18 01:20:40	6	4115	73	10.14.152.33	libraryPrep	LP 3108	\N
158	96	2012-10-17	2012-10-18 01:37:13	6	4127	73	10.14.152.33	libraryPrep	LP 3107	\N
159	97	2012-10-17	2012-10-18 01:37:58	6	4120	73	10.14.152.33	libraryPrep	LP 3107	\N
160	98	2012-10-17	2012-10-18 01:39:36	6	4123	73	10.14.152.33	libraryPrep	LP 3107	\N
161	99	2012-10-17	2012-10-18 01:39:53	6	4124	73	10.14.152.33	libraryPrep	LP 3108	\N
162	36	2012-10-16	2012-10-17 00:17:31	3	3037	73	10.14.152.33	libraryPrep	LP 2085	\N
163	39	2012-10-16	2012-10-17 00:24:00	2	3031	73	10.14.152.33	libraryPrep	LP 2085	\N
164	20	2012-10-16	2012-10-16 21:01:49	3	4515	73	10.14.152.33	libraryPrep	LP 3083	\N
165	141	2012-10-18	2012-10-19 02:34:54	1	7237	59	kgietzen_10.14.152.33	DTP	\N	\N
166	128	2012-10-18	2012-10-18 22:40:21	3	4367	59	Kan_10.14.152.48	libraryPrep	\N	\N
167	129	2012-10-18	2012-10-18 22:43:32	3	4368	59	Kan_10.14.152.48	libraryPrep	\N	\N
168	136	2012-10-18	2012-10-18 23:58:28	3	4383	59	Kan_10.14.152.48	libraryPrep	\N	\N
169	137	2012-10-18	2012-10-19 00:02:54	3	4387	59	Kan_10.14.152.48	libraryPrep	\N	\N
170	138	2012-10-18	2012-10-19 00:11:50	3	4410	59	Kan_10.14.152.48	libraryPrep	\N	\N
171	140	2012-10-18	2012-10-19 00:20:14	3	4453	59	Kan_10.14.152.48	libraryPrep	\N	\N
172	139	2012-10-18	2012-10-19 00:19:09	3	4452	59	_10.14.152.48	libraryPrep	\N	\N
173	24	2012-10-16	2012-10-16 21:44:18	3	3431	73	10.14.154.94	libraryPrep	no UCT	\N
174	53	2012-10-17	2012-10-17 18:54:29	6	6051	59	pcruz_10.14.152.89	UCT	\N	\N
175	62	2012-10-17	2012-10-17 20:40:12	6	4489	59	kviaud_10.14.152.41	DTP	\N	\N
176	11	2012-10-16	2012-10-16 10:40:58	5	3922	59		DTP	\N	\N
177	74	2012-10-17	2012-10-17 21:34:24	5	5808	59	10.14.154.94	UCT	\N	\N
178	14	2012-10-16	2012-10-16 20:17:18	3	3985	59	10.14.152.89	DTP	bla	\N
179	20	2012-10-16	2012-10-16 21:01:49	3	4515	73	10.14.154.94	DTP	LP 3083	\N
180	24	2012-10-16	2012-10-16 21:44:18	3	3431	59	10.14.152.33	libraryPrep	no UCT	\N
181	25	2012-10-16	2012-10-16 21:48:06	3	5788	59	10.14.154.94	UCT	\N	\N
182	33	2012-10-16	2012-10-17 00:00:32	3	2936	59	Kan_10.14.152.48	UCT	\N	\N
183	36	2012-10-16	2012-10-17 00:17:31	3	3037	73	10.14.154.94	DTP	LP 2085	\N
184	105	2012-10-18	2012-10-18 20:20:28	2	3037	74	10.14.154.94	DTP	LP ReQ	\N
185	37	2012-10-16	2012-10-17 00:21:00	3	3038	59	Kan_10.14.152.48	UCT	\N	\N
186	49	2012-10-17	2012-10-17 18:46:29	3	6333	59	kviaud_10.14.152.41	DTP	\N	\N
187	51	2012-10-17	2012-10-17 18:50:37	3	6338	59	kviaud_10.14.152.41	DTP	\N	\N
188	52	2012-10-17	2012-10-17 18:51:49	3	6342	59	kviaud_10.14.152.41	DTP	\N	\N
189	60	2012-10-17	2012-10-17 20:16:28	3	6458	59	pcruz_10.14.152.89	DTP	\N	\N
190	61	2012-10-17	2012-10-17 20:17:48	3	6457	59	pcruz_10.14.152.89	DTP	\N	\N
191	66	2012-10-17	2012-10-17 20:42:25	3	4477	59	kviaud_10.14.152.41	DTP	\N	\N
192	73	2012-10-17	2012-10-17 21:27:18	3	6309	59	kviaud_10.14.152.41	DTP	\N	\N
193	77	2012-10-17	2012-10-17 21:44:29	3	5835	59	pcruz_10.14.152.89	DTP	\N	\N
194	81	2012-10-17	2012-10-17 22:03:31	3	5793	59	pcruz_10.14.152.89	DTP	\N	\N
195	86	2012-10-17	2012-10-17 22:15:27	3	5798	59	pcruz_10.14.152.89	DTP	\N	\N
196	89	2012-10-17	2012-10-17 22:19:59	3	5795	59	pcruz_10.14.152.89	DTP	\N	\N
197	90	2012-10-17	2012-10-17 22:29:15	3	2998	73	10.14.152.33	libraryPrep	LP 2089	\N
198	101	2012-10-18	2012-10-18 16:40:29	3	5929	59	10.14.154.94	UCT	\N	\N
199	102	2012-10-18	2012-10-18 18:47:44	3	6255	59	10.14.154.94	UCT	\N	\N
200	103	2012-10-18	2012-10-18 19:20:40	3	6282	59	10.14.154.94	UCT	\N	\N
201	104	2012-10-18	2012-10-18 19:26:50	3	3034	59	Kan_10.14.152.48	UCT	\N	\N
202	28	2012-10-16	2012-10-16 22:59:09	2	3469	59	Kan_10.14.152.48	DTP	\N	\N
203	30	2012-10-16	2012-10-16 23:33:06	2	2941	59	Kan_10.14.152.48	UCT	\N	\N
204	31	2012-10-16	2012-10-16 23:51:01	2	2935	59	_10.14.152.48	DTP	\N	\N
205	32	2012-10-16	2012-10-16 23:56:56	2	2920	59	Kan_10.14.152.48	UCT	\N	\N
206	34	2012-10-16	2012-10-17 00:02:07	2	2937	59	Kan_10.14.152.48	UCT	\N	\N
207	39	2012-10-16	2012-10-17 00:24:00	2	3031	73	10.14.154.94	DTP	LP 2085	\N
208	46	2012-10-17	2012-10-17 17:50:31	2	5743	59	pcruz_10.14.152.89	UCT	\N	\N
209	63	2012-10-17	2012-10-17 20:40:20	2	6456	59	pcruz_10.14.152.89	DTP	\N	\N
210	71	2012-10-17	2012-10-17 20:56:25	2	6454	59	pcruz_10.14.152.89	DTP	\N	\N
211	75	2012-10-17	2012-10-17 21:40:09	2	6233	59	kviaud_10.14.152.41	DTP	\N	\N
212	21	2012-10-16	2012-10-16 21:20:01	1	4525	59	pcruz_10.14.152.89	DTP	\N	\N
213	22	2012-10-16	2012-10-16 21:21:21	1	4526	59	pcruz_10.14.152.89	DTP	\N	\N
214	40	2012-10-16	2012-10-17 00:26:01	1	3039	59	Kan_10.14.152.48	DTP	\N	\N
215	47	2012-10-17	2012-10-17 18:41:56	1	6345	59	pcruz_10.14.152.89	DTP	\N	\N
216	48	2012-10-17	2012-10-17 18:45:28	1	6352	59	kviaud_10.14.152.41	DTP	\N	\N
217	50	2012-10-17	2012-10-17 18:47:40	1	6332	59	kviaud_10.14.152.41	DTP	\N	\N
218	57	2012-10-17	2012-10-17 20:02:25	1	6390	59	pcruz_10.14.152.89	DTP	\N	\N
219	64	2012-10-17	2012-10-17 20:41:04	1	6477	59	pcruz_10.14.152.89	DTP	\N	\N
220	67	2012-10-17	2012-10-17 20:48:31	1	6450	59	pcruz_10.14.152.89	DTP	\N	\N
221	70	2012-10-17	2012-10-17 20:54:37	1	6453	59	pcruz_10.14.152.89	DTP	\N	\N
222	72	2012-10-17	2012-10-17 21:08:42	1	6501	59	pcruz_10.14.152.89	DTP	\N	\N
223	76	2012-10-17	2012-10-17 21:40:57	1	6215	59	kviaud_10.14.152.41	DTP	\N	\N
224	78	2012-10-17	2012-10-17 21:44:58	1	6217	59	kviaud_10.14.152.41	DTP	\N	\N
225	79	2012-10-17	2012-10-17 21:47:41	1	6229	59	kviaud_10.14.152.41	DTP	\N	\N
226	80	2012-10-17	2012-10-17 21:54:23	1	6230	59	kviaud_10.14.152.41	DTP	\N	\N
227	82	2012-10-17	2012-10-17 22:04:26	1	5791	59	pcruz_10.14.152.89	DTP	\N	\N
228	84	2012-10-17	2012-10-17 22:10:40	1	5823	59	pcruz_10.14.152.89	DTP	\N	\N
229	91	2012-10-17	2012-10-17 23:18:21	1	6318	59	pcruz_10.14.152.89	DTP	\N	\N
230	100	2012-10-18	2012-10-18 16:33:44	1	5930	59	pcruz_10.14.152.89	DTP	\N	\N
231	44	2012-10-17	2012-10-17 16:28:18	8	4533	71	10.14.152.89	libraryPrep	LP 3108	\N
232	96	2012-10-17	2012-10-18 01:37:13	6	4127	71	10.14.154.94	DTP	LP 3107	\N
233	97	2012-10-17	2012-10-18 01:37:58	6	4120	71	10.14.154.94	DTP	LP 3107	\N
234	98	2012-10-17	2012-10-18 01:39:36	6	4123	71	10.14.154.94	DTP	LP 3107	\N
235	35	2012-10-16	2012-10-17 00:08:27	5	3894	59	bsickler_10.14.152.110	UCT	\N	\N
236	41	2012-10-16	2012-10-17 00:27:22	5	3905	71	10.14.154.94	DTP	LP 3107	\N
237	43	2012-10-16	2012-10-17 00:36:30	5	3932	71	10.14.154.94	DTP	LP 3108	\N
238	83	2012-10-17	2012-10-17 22:07:00	4	4098	71	10.14.154.94	DTP	LP 3107	\N
239	85	2012-10-17	2012-10-17 22:13:52	4	4102	71	10.14.154.94	DTP	LP 3107	\N
240	87	2012-10-17	2012-10-17 22:17:02	4	4104	71	10.14.154.94	DTP	LP 3107	\N
241	88	2012-10-17	2012-10-17 22:17:59	4	4105	71	10.14.154.94	DTP	LP 3107	\N
242	15	2012-10-16	2012-10-16 20:43:35	3	4014	71	10.14.154.94	DTP	LP 3107	\N
243	18	2012-10-16	2012-10-16 20:47:25	3	4005	71	10.14.154.94	DTP	LP 3011	\N
244	19	2012-10-16	2012-10-16 20:48:27	3	4025	71	10.14.154.94	DTP	LP 3012	\N
245	23	2012-10-16	2012-10-16 21:28:08	3	4060	71	10.14.154.94	DTP	LP 3106	\N
246	42	2012-10-16	2012-10-17 00:30:05	3	3920	71	10.14.154.94	DTP	LP 3093	\N
247	38	2012-10-16	2012-10-17 00:23:10	3	3900	71	10.14.154.94	DTP	LP 3106	\N
248	92	2012-10-17	2012-10-18 00:44:17	6	4116	71	10.14.154.94	DTP	LP 3108	\N
249	93	2012-10-17	2012-10-18 01:15:26	6	4110	71	10.14.154.94	DTP	LP 3108	\N
250	94	2012-10-17	2012-10-18 01:16:00	6	4111	71	10.14.154.94	DTP	LP 3108	\N
251	95	2012-10-17	2012-10-18 01:20:40	6	4115	71	10.14.154.94	DTP	LP 3108	\N
252	99	2012-10-17	2012-10-18 01:39:53	6	4124	71	10.14.154.94	DTP	LP 3108	\N
253	54	2012-10-17	2012-10-17 18:59:06	6	6052	59	pcruz_10.14.152.89	UCT	\N	\N
254	13	2012-10-16	2012-10-16 16:19:32	3	6355	59	kim_10.12.112.252	DTP	\N	\N
255	12	2012-10-16	2012-10-16 16:14:05	2	6354	59	kim_10.12.112.252	DTP	\N	\N
256	55	2012-10-17	2012-10-17 19:49:08	2	4532	71	10.14.154.94	DTP	LP 3107	\N
257	59	2012-10-17	2012-10-17 20:11:04	2	6492	59	pcruz_10.14.152.89	DTP	\N	\N
258	56	2012-10-17	2012-10-17 20:01:17	2	6389	59	pcruz_10.14.152.89	DTP	\N	\N
259	58	2012-10-17	2012-10-17 20:03:06	1	6387	59	pcruz_10.14.152.89	DTP	\N	\N
260	141	2012-10-18	2012-10-19 02:34:54	1	7237	59	10.14.152.33	DTP	For tbolt.	\N
